Timestamp,Source,Address,TotalSent,TotalRecv,AvgLatency,
1742576888,7,14,4,1,2,
0,7,15,2,3,5,
1742576895,14,7,2,5,4,
1742576886,15,7,3,2,5,
1742576915,15,7,3,1,7,
1742576934,14,7,1,6,8,
1742576929,7,14,8,1,15,
0,7,15,1,5,7,
1742576943,15,7,4,0,0,
1742576974,15,7,3,1,3,
1742576989,14,7,1,7,7,
1742576978,7,14,5,2,6,
0,7,15,2,5,4,
1742577007,15,7,4,1,6,
1742577022,14,7,1,6,6,
1742577017,7,14,7,1,7,
0,7,15,1,5,6,
1742577038,15,7,4,1,7,
1742577050,14,7,1,5,9,
